Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
D1;30.10.2010;13;10;2;3;A;1;1;D;12;17;6;8;23;15;4;2;2;2;0;0
D1;30.10.2010;6;11;2;0;H;1;0;H;18;12;9;6;12;14;7;4;0;2;0;0
D1;31.10.2010;8;7;4;0;H;1;0;H;18;5;7;2;10;15;4;2;1;1;0;1
D1;31.10.2010;17;1;0;2;A;0;1;A;11;17;4;8;13;25;5;8;1;0;0;0
D1;05.11.2010;12;26;3;0;H;1;0;H;13;6;6;0;15;11;5;3;1;2;0;0
D1;06.11.2010;29;6;3;1;H;2;0;H;15;13;8;7;18;25;3;4;1;2;0;0
D1;06.11.2010;4;17;1;0;H;0;0;D;14;6;4;1;18;17;3;9;2;1;0;0
D1;06.11.2010;2;8;2;1;H;1;1;D;18;13;2;6;15;27;8;6;1;4;0;0
D1;06.11.2010;16;15;3;3;D;1;2;A;9;16;4;6;14;8;2;9;1;0;0;0
D1;06.11.2010;10;5;3;1;H;2;1;H;20;7;6;4;8;15;13;7;1;1;0;0
D1;07.11.2010;7;1;0;4;A;0;1;A;7;19;2;13;18;10;2;4;0;2;1;0
D1;07.11.2010;18;14;3;1;H;1;1;D;25;12;7;4;14;20;6;2;1;3;0;0
D1;07.11.2010;11;13;6;0;H;3;0;H;16;11;12;4;10;15;5;7;1;0;0;0
D1;12.11.2010;1;2;2;0;H;0;0;D;11;7;4;1;22;17;4;0;0;1;0;0
D1;13.11.2010;5;16;0;4;A;0;0;D;17;19;3;4;16;19;6;7;0;2;0;0
D1;13.11.2010;14;11;3;3;D;0;2;A;16;12;5;7;17;18;3;4;3;2;0;0
D1;13.11.2010;17;7;0;1;A;0;1;A;12;12;2;5;14;22;3;7;0;1;0;1
D1;13.11.2010;26;18;0;1;A;0;0;D;8;23;1;8;22;16;1;3;3;4;0;0
D1;13.11.2010;13;29;0;0;D;0;0;D;18;13;7;1;14;9;10;3;1;1;0;0
D1;13.11.2010;6;12;2;2;D;2;1;H;17;13;4;5;12;20;7;7;2;3;1;0
D1;14.11.2010;15;10;3;0;H;1;0;H;13;12;7;2;16;9;3;2;1;1;0;0
D1;14.11.2010;8;4;0;1;A;0;0;D;12;10;7;3;16;20;3;6;0;1;0;0
D1;20.11.2010;29;8;0;4;A;0;1;A;8;18;3;9;12;21;2;6;4;4;0;0
D1;20.11.2010;4;1;1;2;A;1;0;H;9;18;2;8;8;10;3;6;0;1;0;0
D1;20.11.2010;7;2;3;2;H;1;1;D;14;11;5;4;18;20;6;4;2;4;0;0
D1;20.11.2010;18;15;1;1;D;1;1;D;17;8;8;1;23;14;4;5;2;2;0;0
D1;20.11.2010;16;17;2;3;A;0;0;D;8;16;4;8;20;13;3;4;1;1;0;0
D1;20.11.2010;10;14;1;3;A;0;3;A;18;10;6;7;12;18;8;4;1;3;0;1
D1;20.11.2010;12;13;4;0;H;2;0;H;14;10;8;2;19;14;8;2;1;1;0;1
D1;21.11.2010;26;6;1;1;D;1;0;H;18;3;5;2;14;27;2;4;0;3;0;0
D1;21.11.2010;11;5;0;1;A;0;0;D;20;18;5;8;16;15;10;9;4;3;0;0
D1;26.11.2010;17;10;3;0;H;1;0;H;10;13;4;3;17;15;1;4;4;2;0;0
D1;27.11.2010;15;29;4;1;H;1;1;D;25;8;8;4;11;11;15;7;1;0;0;0
D1;27.11.2010;1;16;4;1;H;1;1;D;22;8;8;4;15;13;7;1;1;1;0;0
D1;27.11.2010;2;11;4;2;H;3;1;H;15;14;8;3;9;16;6;7;2;3;0;1
D1;27.11.2010;7;4;3;0;H;1;0;H;12;13;8;2;18;15;7;4;0;1;0;0
D1;27.11.2010;8;18;2;2;D;1;2;A;15;7;6;2;18;19;5;2;1;3;0;0
D1;27.11.2010;14;12;5;0;H;2;0;H;15;6;8;3;19;16;8;2;3;2;0;0
D1;28.11.2010;5;6;1;1;D;0;0;D;13;11;3;1;10;16;3;2;2;2;0;0
D1;28.11.2010;13;26;3;0;H;2;0;H;14;16;8;4;14;16;5;10;2;0;1;1
D1;03.12.2010;26;14;1;0;H;0;0;D;16;12;6;4;11;15;2;3;1;3;0;0
D1;04.12.2010;29;17;2;1;H;1;1;D;15;10;4;2;21;27;2;5;0;2;0;0
D1;04.12.2010;4;2;1;0;H;1;0;H;10;12;4;6;16;15;8;4;1;0;0;0
D1;04.12.2010;16;7;1;2;A;1;0;H;15;12;3;4;11;17;1;3;2;1;1;0
D1;04.12.2010;12;15;2;0;H;0;0;D;12;17;4;5;13;7;4;9;0;1;0;0
D1;04.12.2010;11;8;1;1;D;1;1;D;19;11;5;7;18;19;4;2;3;2;0;1
D1;04.12.2010;6;13;0;0;D;0;0;D;11;15;4;7;19;16;2;7;3;1;0;0
D1;05.12.2010;18;5;3;2;H;1;1;D;11;14;5;5;9;19;5;0;1;1;0;0
D1;05.12.2010;10;1;0;2;A;0;1;A;7;16;1;7;13;17;3;6;2;2;0;0
D1;10.12.2010;7;11;2;1;H;1;0;H;16;22;8;3;15;18;5;3;2;3;0;0
D1;11.12.2010;15;26;3;0;H;1;0;H;22;9;10;1;13;21;13;4;0;1;0;1
D1;11.12.2010;1;13;2;0;H;1;0;H;11;8;5;2;20;22;3;5;2;5;0;0
D1;11.12.2010;5;29;1;0;H;0;0;D;10;14;5;3;20;14;7;6;5;3;0;0
D1;11.12.2010;2;18;2;4;A;0;1;A;8;16;3;8;23;18;3;4;3;3;0;0
D1;11.12.2010;8;10;1;1;D;0;0;D;19;11;4;4;18;23;11;5;1;3;0;0
D1;11.12.2010;14;6;0;0;D;0;0;D;18;5;2;0;15;16;5;0;1;3;0;0
D1;12.12.2010;4;16;3;0;H;2;0;H;22;14;8;6;14;14;7;2;1;2;0;0
D1;12.12.2010;17;12;0;1;A;0;1;A;7;10;4;2;11;20;1;10;3;2;0;0
D1;17.12.2010;16;2;1;2;A;0;0;D;18;15;8;9;12;11;5;8;1;0;0;0
D1;18.12.2010;29;1;1;0;H;0;0;D;12;9;4;1;18;14;3;8;2;2;0;0
D1;18.12.2010;10;7;3;1;H;2;0;H;19;5;9;1;24;23;6;3;1;4;0;0
D1;18.12.2010;12;5;3;0;H;1;0;H;16;6;6;1;10;13;6;6;0;1;0;0
D1;18.12.2010;26;17;2;4;A;1;3;A;14;20;6;7;21;18;11;8;2;1;0;0
D1;18.12.2010;13;14;1;2;A;1;1;D;22;17;5;7;16;15;8;2;2;2;1;1
D1;18.12.2010;6;8;2;2;D;0;2;A;13;15;5;7;22;15;4;3;2;1;0;0
D1;19.12.2010;18;4;2;2;D;1;1;D;14;8;6;4;17;15;3;1;3;1;0;0
D1;19.12.2010;11;15;3;5;A;0;3;A;12;10;7;9;20;16;3;4;3;1;0;0
D1;14.01.2011;18;1;1;3;A;0;0;D;12;11;3;5;11;18;6;7;2;1;0;0
D1;15.01.2011;10;16;0;1;A;0;1;A;17;6;4;3;16;29;6;3;1;3;0;0
D1;15.01.2011;12;2;0;1;A;0;0;D;10;9;1;3;26;12;7;5;3;3;0;0
D1;15.01.2011;26;4;2;2;D;1;0;H;11;9;6;7;15;20;5;3;1;1;0;0
D1;15.01.2011;11;17;1;0;H;0;0;D;7;16;2;4;20;14;6;7;1;2;0;0
D1;15.01.2011;13;8;2;1;H;1;0;H;12;8;4;2;24;19;8;4;3;2;0;0
D1;15.01.2011;6;15;1;1;D;0;1;A;10;14;4;6;16;16;5;9;2;2;0;0
D1;16.01.2011;29;7;0;3;A;0;2;A;12;16;4;6;13;26;5;5;1;1;0;0
D1;16.01.2011;14;5;1;1;D;0;1;A;15;14;4;3;18;24;10;4;1;6;1;0
D1;21.01.2011;2;29;1;0;H;0;0;D;9;6;4;1;13;15;6;4;0;0;0;0
D1;22.01.2011;15;14;5;1;H;1;0;H;19;13;9;6;8;11;6;5;0;3;0;0
D1;22.01.2011;1;11;1;1;D;1;0;H;18;7;7;3;9;8;8;6;0;2;0;0
D1;22.01.2011;5;13;3;0;H;2;0;H;11;3;5;1;11;25;7;3;3;2;0;0
D1;22.01.2011;4;10;1;1;D;1;0;H;6;11;2;2;21;13;4;5;0;1;0;0
D1;22.01.2011;7;12;0;1;A;0;1;A;11;11;4;4;11;21;4;5;1;2;0;0
D1;22.01.2011;17;6;0;1;A;0;0;D;14;8;3;2;16;23;3;5;1;1;0;0
D1;23.01.2011;8;26;2;2;D;1;0;H;10;14;4;5;25;16;4;4;1;1;0;0
D1;23.01.2011;16;18;1;3;A;0;2;A;16;8;6;4;19;15;3;1;1;1;0;0
D1;28.01.2011;18;7;2;0;H;2;0;H;11;9;6;3;18;12;5;3;0;0;0;0
D1;29.01.2011;14;17;0;1;A;0;1;A;17;12;6;5;15;16;6;3;1;0;0;0
D1;29.01.2011;10;2;2;0;H;0;0;D;17;7;7;1;18;20;6;3;1;2;0;1
D1;29.01.2011;12;8;0;1;A;0;1;A;10;16;1;5;19;16;9;4;2;1;0;0
D1;29.01.2011;26;5;3;0;H;2;0;H;30;3;10;2;16;16;11;2;0;4;0;0
D1;29.01.2011;13;15;1;3;A;0;0;D;9;17;4;6;21;18;7;4;2;2;1;0
D1;29.01.2011;6;1;0;3;A;0;2;A;9;17;2;8;18;12;4;3;2;2;0;0
D1;30.01.2011;29;16;0;1;A;0;0;D;17;16;2;7;7;18;4;4;0;2;0;0
D1;30.01.2011;11;4;0;1;A;0;1;A;15;9;4;3;10;20;9;3;0;2;0;0
D1;04.02.2011;1;12;0;0;D;0;0;D;21;6;9;2;13;19;1;2;2;3;0;0
D1;05.02.2011;5;15;3;2;H;0;2;A;17;12;6;4;19;17;5;7;0;2;0;0
D1;05.02.2011;7;6;1;0;H;1;0;H;10;12;4;3;18;16;4;4;1;3;0;0
D1;05.02.2011;8;14;3;2;H;2;0;H;17;24;8;7;17;24;4;7;1;2;1;0
D1;05.02.2011;17;13;1;1;D;1;0;H;10;9;5;3;19;24;6;3;1;4;0;0
D1;05.02.2011;16;11;2;3;A;2;0;H;12;9;5;3;19;14;5;3;1;2;1;0
D1;05.02.2011;10;18;1;0;H;0;0;D;9;11;3;0;25;19;3;2;1;3;1;0
D1;06.02.2011;4;29;0;0;D;0;0;D;12;12;0;3;14;21;5;6;0;2;0;0
D1;12.02.2011;15;8;4;0;H;2;0;H;17;14;11;4;5;17;8;3;0;4;0;0
D1;12.02.2011;29;18;0;3;A;0;2;A;12;12;3;6;25;15;1;6;3;1;0;0
D1;12.02.2011;14;1;1;1;D;0;0;D;15;17;3;6;14;16;6;2;1;0;0;1
D1;12.02.2011;12;4;1;0;H;0;0;D;20;3;7;1;7;22;12;0;2;2;0;0
D1;12.02.2011;26;16;3;1;H;1;1;D;23;7;9;2;14;15;9;1;1;1;0;1
D1;12.02.2011;11;10;1;4;A;1;2;A;10;20;5;10;10;21;3;7;3;1;0;0
D1;12.02.2011;6;2;0;1;A;0;1;A;8;9;1;4;25;15;5;5;4;1;0;0
D1;13.02.2011;5;17;4;2;H;2;1;H;15;9;9;4;20;17;5;1;2;1;0;0
D1;13.02.2011;13;7;1;1;D;0;1;A;13;6;5;4;18;21;11;3;0;3;0;0
D1;16.02.2011;2;26;0;1;A;0;0;D;22;5;6;3;15;19;11;5;4;2;0;0
D1;18.02.2011;10;29;3;0;H;0;0;D;16;3;7;1;13;21;8;1;2;2;0;0
D1;19.02.2011;1;26;2;0;H;1;0;H;25;3;12;1;16;14;8;1;1;2;0;0
D1;19.02.2011;4;6;2;1;H;1;1;D;14;18;5;8;14;12;7;9;3;0;0;0
D1;19.02.2011;2;13;4;0;H;1;0;H;14;8;6;2;21;19;6;3;3;3;0;0
D1;19.02.2011;7;14;3;0;H;2;0;H;12;10;5;4;12;14;7;6;1;1;0;0
D1;19.02.2011;8;5;1;1;D;0;0;D;17;8;4;2;20;21;4;1;2;5;0;0
D1;19.02.2011;17;15;1;3;A;0;1;A;18;19;7;9;18;13;4;11;2;1;0;0
D1;20.02.2011;18;11;4;2;H;2;1;H;18;11;7;4;11;12;6;4;1;2;0;0
D1;20.02.2011;16;12;2;1;H;2;1;H;13;4;7;1;19;17;3;0;0;0;0;0
D1;25.02.2011;6;16;2;1;H;2;0;H;15;14;6;6;17;25;5;3;4;3;0;0
D1;26.02.2011;15;1;1;3;A;1;2;A;14;16;4;5;10;11;10;4;2;3;0;0
D1;26.02.2011;5;4;1;0;H;0;0;D;22;12;6;1;12;20;8;5;2;3;0;0
D1;26.02.2011;8;17;1;2;A;0;1;A;13;10;4;7;18;23;6;4;1;0;0;0
D1;26.02.2011;14;2;1;1;D;1;0;H;16;16;8;5;17;10;4;3;3;0;0;0
D1;26.02.2011;12;10;1;1;D;0;1;A;16;16;8;4;13;17;10;3;1;3;0;0
D1;26.02.2011;26;7;0;1;A;0;0;D;7;8;1;5;20;21;3;5;0;2;0;0
D1;27.02.2011;29;11;0;2;A;0;0;D;30;11;5;6;19;13;13;3;2;1;0;1
D1;27.02.2011;13;18;2;2;D;0;1;A;9;17;6;6;19;11;2;6;2;1;0;1
D1;04.03.2011;1;5;1;0;H;1;0;H;24;7;8;1;19;18;10;3;0;3;0;0
D1;05.03.2011;29;14;0;0;D;0;0;D;6;9;0;2;10;22;2;5;4;3;0;0
D1;05.03.2011;7;15;3;1;H;1;0;H;13;12;7;6;24;9;2;2;3;1;0;1
D1;05.03.2011;18;6;3;0;H;3;0;H;14;9;9;1;19;15;7;2;0;4;0;0
D1;05.03.2011;16;8;2;0;H;0;0;D;13;9;6;0;17;30;8;4;1;4;0;0
D1;05.03.2011;10;26;5;0;H;3;0;H;20;4;7;1;17;16;4;1;1;3;0;0
D1;05.03.2011;11;12;1;0;H;1;0;H;22;14;5;3;12;18;5;5;1;2;0;1
D1;06.03.2011;4;13;1;3;A;0;1;A;9;16;1;7;19;21;3;4;3;6;0;0
D1;06.03.2011;2;17;2;4;A;1;0;H;8;12;4;6;17;15;4;5;2;2;0;0
D1;11.03.2011;5;7;4;0;H;1;0;H;12;14;7;4;15;20;2;6;0;3;0;0
D1;12.03.2011;15;2;6;0;H;1;0;H;17;10;8;3;11;12;4;4;2;1;0;0
D1;12.03.2011;8;1;1;0;H;0;0;D;11;16;4;3;21;15;2;5;2;1;0;0
D1;12.03.2011;14;4;2;1;H;1;1;D;19;9;6;2;14;15;3;3;0;0;0;0
D1;12.03.2011;12;29;2;1;H;1;0;H;9;7;5;5;17;19;6;3;1;3;0;0
D1;12.03.2011;13;16;1;1;D;1;0;H;18;12;5;3;12;9;9;7;3;0;0;0
D1;12.03.2011;6;10;1;2;A;1;1;D;12;8;5;4;19;28;2;5;2;3;0;0
D1;13.03.2011;17;18;0;1;A;0;0;D;5;14;1;3;25;15;6;4;3;3;0;0
D1;13.03.2011;26;11;1;2;A;1;1;D;9;17;2;9;19;15;5;2;2;2;0;0
D1;18.03.2011;16;14;0;1;A;0;0;D;8;13;4;3;15;20;4;3;2;0;0;0
D1;19.03.2011;1;17;1;1;D;1;0;H;15;9;3;3;13;14;7;2;1;1;0;0
D1;19.03.2011;29;26;2;1;H;1;1;D;13;11;6;3;18;23;3;3;1;4;0;0
D1;19.03.2011;4;15;1;2;A;1;1;D;12;11;4;6;14;18;5;6;2;0;0;0
D1;19.03.2011;2;5;6;2;H;4;0;H;21;9;7;3;14;20;2;1;1;2;0;0
D1;19.03.2011;7;8;2;0;H;1;0;H;9;12;3;2;14;21;4;4;0;1;0;0
D1;19.03.2011;10;13;1;3;A;1;1;D;8;8;4;6;18;19;3;7;3;3;1;0
D1;20.03.2011;18;12;2;0;H;2;0;H;13;7;7;5;14;24;8;3;2;3;0;0
D1;20.03.2011;11;6;1;1;D;0;1;A;16;9;4;6;18;22;1;3;1;3;0;0
D1;01.04.2011;26;12;0;2;A;0;1;A;17;11;2;3;16;13;7;5;1;2;2;0
D1;02.04.2011;15;16;1;0;H;0;0;D;16;7;5;2;11;16;7;4;2;1;0;0
D1;02.04.2011;1;7;4;1;H;0;0;D;21;7;10;3;8;10;4;6;1;2;0;0
D1;02.04.2011;8;2;0;0;D;0;0;D;16;6;3;2;18;12;4;5;2;1;0;0
D1;02.04.2011;14;18;0;1;A;0;0;D;6;9;1;5;22;15;3;1;1;2;0;0
D1;02.04.2011;17;4;1;1;D;0;1;A;12;7;3;1;15;22;5;1;1;3;0;0
D1;02.04.2011;13;11;1;1;D;1;1;D;27;6;8;2;12;23;12;3;1;3;0;0
D1;03.04.2011;5;10;1;0;H;0;0;D;15;12;3;4;27;23;3;5;2;2;0;0
D1;03.04.2011;6;29;1;1;D;0;0;D;27;6;9;4;12;14;14;1;1;5;1;0
D1;08.04.2011;29;13;1;1;D;0;0;D;14;19;8;6;25;21;8;6;3;3;0;0
D1;09.04.2011;4;8;3;2;H;1;2;A;14;15;5;9;12;20;6;4;1;5;1;0
D1;09.04.2011;2;1;1;1;D;1;0;H;8;15;4;7;21;13;2;4;0;1;1;0
D1;09.04.2011;7;17;2;0;H;1;0;H;21;9;9;4;14;14;15;4;1;3;0;1
D1;09.04.2011;10;15;1;1;D;0;1;A;24;9;3;4;15;21;6;6;2;2;0;1
D1;09.04.2011;12;6;1;0;H;0;0;D;13;6;4;1;16;17;5;5;1;3;0;0
D1;09.04.2011;11;14;2;4;A;2;1;H;8;15;3;5;20;18;4;4;1;2;0;0
D1;10.04.2011;18;26;2;1;H;0;0;D;19;6;5;1;15;22;4;1;1;3;0;0
D1;10.04.2011;16;5;5;1;H;3;0;H;19;8;10;4;13;19;4;6;1;2;0;0
D1;15.04.2011;17;16;1;0;H;0;0;D;10;11;2;3;17;11;6;4;1;1;0;1
D1;16.04.2011;5;11;1;3;A;0;0;D;13;22;4;11;26;19;2;7;6;2;0;0
D1;16.04.2011;2;7;0;0;D;0;0;D;11;15;3;6;12;19;7;4;1;3;0;0
D1;16.04.2011;8;29;1;0;H;0;0;D;16;13;4;5;20;9;3;8;3;3;0;0
D1;16.04.2011;14;10;0;2;A;0;1;A;10;12;2;7;17;13;0;6;1;2;0;0
D1;16.04.2011;13;12;1;1;D;0;0;D;15;14;5;6;12;24;8;3;0;3;0;0
D1;16.04.2011;6;26;2;2;D;1;0;H;9;19;3;8;14;12;4;7;2;2;0;0
D1;17.04.2011;15;18;5;1;H;4;0;H;5;7;4;3;15;12;3;2;1;1;0;0
D1;17.04.2011;1;4;3;0;H;2;0;H;20;2;5;2;13;23;4;1;1;2;0;0
D1;21.04.2011;4;7;1;3;A;0;2;A;14;9;7;5;8;17;7;2;0;2;0;0
D1;23.04.2011;29;15;1;1;D;0;0;D;8;18;2;9;13;15;0;9;4;3;0;0
D1;23.04.2011;18;8;2;1;H;1;1;D;15;9;4;3;14;16;7;2;0;1;0;0
D1;23.04.2011;16;1;1;0;H;1;0;H;7;21;2;8;7;13;3;11;0;0;0;0
D1;23.04.2011;12;14;0;1;A;0;1;A;11;9;2;3;10;19;6;3;0;3;0;0
D1;23.04.2011;26;13;1;3;A;1;0;H;5;14;3;4;22;13;4;4;2;0;0;0
D1;23.04.2011;11;2;3;0;H;1;0;H;14;11;6;4;9;12;3;6;2;0;0;0
D1;24.04.2011;10;17;0;0;D;0;0;D;11;10;2;1;15;14;5;1;5;3;0;0
D1;24.04.2011;6;5;4;1;H;2;1;H;18;14;9;4;18;17;7;2;0;0;0;0
D1;29.04.2011;14;26;2;0;H;1;0;H;17;15;5;6;19;15;5;3;0;1;0;0
D1;29.04.2011;13;6;0;1;A;0;1;A;14;10;4;2;11;22;9;5;2;4;0;0
D1;30.04.2011;15;12;4;1;H;3;1;H;22;3;8;0;9;19;7;1;1;2;0;0
D1;30.04.2011;1;10;2;0;H;2;0;H;11;8;5;2;20;13;4;4;1;2;0;0
D1;30.04.2011;5;18;2;0;H;0;0;D;4;16;4;4;18;19;1;6;2;2;0;0
D1;30.04.2011;2;4;0;2;A;0;1;A;16;9;5;5;26;14;4;1;3;1;0;0
D1;30.04.2011;7;16;0;1;A;0;0;D;10;15;2;4;9;9;7;2;2;0;0;0
D1;30.04.2011;8;11;1;2;A;1;0;H;14;14;5;4;19;14;3;4;2;2;0;0
D1;30.04.2011;17;29;3;0;H;3;0;H;23;7;11;2;19;16;5;1;1;2;0;1
D1;07.05.2011;29;5;0;2;A;0;1;A;11;10;0;7;10;18;2;3;3;3;0;0
D1;07.05.2011;18;2;1;1;D;0;1;A;13;11;3;5;13;20;5;3;1;3;0;0
D1;07.05.2011;16;4;2;0;H;0;0;D;10;6;5;3;20;15;3;9;2;1;0;1
D1;07.05.2011;10;8;1;2;A;1;1;D;11;15;5;4;15;20;9;4;0;2;0;0
D1;07.05.2011;12;17;1;3;A;0;0;D;15;9;4;4;14;14;7;5;2;1;0;0
D1;07.05.2011;26;15;1;8;A;0;2;A;12;17;5;10;15;15;3;8;3;2;0;0
D1;07.05.2011;11;7;2;1;H;0;0;D;13;11;4;3;20;24;2;0;2;1;0;0
D1;07.05.2011;13;1;2;0;H;1;0;H;11;12;4;2;11;9;2;10;2;0;0;0
D1;07.05.2011;6;14;1;2;A;1;2;A;21;3;3;2;18;22;10;3;0;1;0;0
D1;14.05.2011;15;11;2;1;H;1;1;D;10;10;5;5;17;21;6;4;2;2;0;0
D1;14.05.2011;1;29;3;1;H;0;0;D;18;9;11;3;9;10;7;4;1;2;0;1
D1;14.05.2011;5;12;2;1;H;1;0;H;10;17;6;5;21;23;4;10;2;1;0;0
D1;14.05.2011;4;18;0;1;A;0;1;A;8;13;2;6;8;20;1;9;0;1;0;0
D1;14.05.2011;2;16;1;1;D;0;1;A;16;9;4;3;8;10;7;5;1;2;0;0
D1;14.05.2011;7;10;3;1;H;1;1;D;20;9;5;2;22;23;5;4;2;2;0;0
D1;14.05.2011;8;6;1;3;A;0;0;D;17;20;4;6;11;17;7;7;0;1;0;0
D1;14.05.2011;14;13;3;2;H;3;1;H;12;17;4;7;14;10;4;8;0;2;0;0
D1;14.05.2011;17;26;2;1;H;0;1;A;19;14;7;4;11;13;7;3;0;2;0;0
D1;07.08.2009;6;11;2;0;H;0;0;D;13;14;7;4;12;12;6;3;0;0;0;0
D1;08.08.2009;1;5;1;0;H;0;0;D;24;7;11;0;8;10;16;1;0;1;0;0
D1;08.08.2009;9;7;1;0;H;0;0;D;10;15;4;3;16;20;5;3;3;2;0;0
D1;08.08.2009;8;15;1;1;D;1;1;D;9;9;1;3;10;28;3;10;0;2;0;0
D1;08.08.2009;17;18;2;2;D;1;2;A;8;13;4;7;22;28;3;5;1;2;0;0
D1;08.08.2009;10;12;1;2;A;0;1;A;14;9;3;5;14;21;9;6;2;1;0;0
D1;08.08.2009;13;29;2;3;A;2;2;D;22;15;10;8;18;20;9;3;1;2;1;0
D1;09.08.2009;27;16;3;3;D;0;3;A;28;10;8;7;13;21;11;5;3;1;0;1
D1;09.08.2009;4;2;1;1;D;0;1;A;17;14;6;3;22;19;12;6;2;1;0;0
D1;15.08.2009;15;13;1;1;D;0;1;A;9;10;4;1;13;9;5;2;1;0;0;0
D1;15.08.2009;29;10;1;1;D;1;0;H;12;21;6;6;12;8;4;6;1;1;0;0
D1;15.08.2009;5;6;1;3;A;0;0;D;13;20;6;9;17;13;4;6;1;0;0;0
D1;15.08.2009;2;1;4;1;H;3;1;H;18;12;9;4;16;17;10;3;0;1;0;0
D1;15.08.2009;7;17;1;1;D;0;0;D;13;8;6;3;18;17;8;3;0;2;0;0
D1;15.08.2009;18;8;1;0;H;0;0;D;14;3;5;2;20;22;6;2;3;2;0;0
D1;15.08.2009;11;4;4;2;H;0;0;D;13;13;5;5;10;23;3;5;2;3;0;0
D1;16.08.2009;16;9;2;1;H;1;0;H;20;21;9;6;9;12;7;5;2;2;0;0
D1;16.08.2009;12;27;3;0;H;2;0;H;18;11;6;2;22;16;9;3;1;2;0;0
D1;21.08.2009;8;12;0;0;D;0;0;D;17;3;3;0;24;28;6;4;4;4;0;0
D1;22.08.2009;1;11;1;1;D;1;0;H;13;16;5;5;21;12;4;9;2;2;0;0
D1;22.08.2009;5;29;0;0;D;0;0;D;15;11;1;2;12;23;8;6;4;3;0;1
D1;22.08.2009;4;18;0;5;A;0;1;A;15;12;1;7;11;17;10;2;1;2;0;0
D1;22.08.2009;17;15;2;1;H;2;0;H;17;19;8;6;17;10;2;6;0;0;0;0
D1;22.08.2009;10;7;0;2;A;0;1;A;7;16;0;7;10;18;6;5;2;2;0;0
D1;23.08.2009;27;9;1;0;H;0;0;D;15;9;3;7;10;29;10;3;1;2;0;0
D1;23.08.2009;13;16;3;0;H;2;0;H;20;6;10;3;14;25;3;4;1;3;0;0
D1;23.08.2009;6;2;2;4;A;0;2;A;12;27;5;13;21;22;6;9;4;2;0;0
D1;28.08.2009;16;17;2;0;H;1;0;H;17;9;5;2;17;21;5;4;1;2;0;0
D1;29.08.2009;15;6;3;0;H;1;0;H;18;18;6;5;15;6;6;6;0;0;0;0
D1;29.08.2009;29;1;1;1;D;0;0;D;16;14;3;4;20;15;10;1;1;3;0;0
D1;29.08.2009;7;8;0;1;A;0;1;A;13;11;3;4;19;23;8;6;0;2;0;0
D1;29.08.2009;18;27;2;1;H;1;1;D;32;5;8;2;14;21;5;2;2;3;0;0
D1;29.08.2009;12;4;0;1;A;0;1;A;15;9;2;2;18;21;8;2;0;0;0;0
D1;29.08.2009;11;10;0;0;D;0;0;D;14;11;4;2;17;20;1;2;1;1;0;0
D1;30.08.2009;2;5;3;1;H;1;0;H;18;12;8;5;15;17;10;5;0;2;0;0
D1;30.08.2009;9;13;2;3;A;0;0;D;18;18;5;11;13;12;5;8;0;1;0;0
D1;12.09.2009;1;15;1;5;A;1;1;D;8;9;2;9;12;14;2;3;0;0;0;0
D1;12.09.2009;4;29;0;2;A;0;0;D;14;11;6;3;22;18;5;1;2;4;0;0
D1;12.09.2009;2;11;3;1;H;1;0;H;18;14;7;2;14;9;6;4;1;3;0;0
D1;12.09.2009;8;27;3;0;H;1;0;H;21;6;9;0;18;23;8;1;0;4;0;0
D1;12.09.2009;17;9;2;1;H;0;0;D;10;8;6;3;12;11;3;2;2;2;0;0
D1;12.09.2009;10;16;1;0;H;1;0;H;10;18;2;6;16;17;1;7;1;0;0;0
D1;12.09.2009;6;18;2;3;A;0;1;A;14;15;5;10;25;12;5;4;4;2;1;1
D1;13.09.2009;5;12;1;2;A;1;1;D;14;6;5;2;21;25;6;8;2;2;0;0
D1;13.09.2009;13;7;0;0;D;0;0;D;16;12;5;3;20;17;9;5;2;1;0;0
D1;18.09.2009;12;6;1;2;A;0;0;D;15;10;2;5;12;18;6;7;0;1;0;0
D1;19.09.2009;15;10;2;1;H;0;0;D;23;5;10;4;9;10;8;2;0;0;0;0
D1;19.09.2009;27;17;2;3;A;2;1;H;12;8;5;6;23;21;9;1;4;3;0;0
D1;19.09.2009;7;1;1;1;D;0;1;A;13;11;5;4;17;19;5;2;3;0;0;0
D1;19.09.2009;16;8;2;4;A;2;1;H;13;23;7;7;13;8;9;13;3;2;0;0
D1;19.09.2009;11;5;0;2;A;0;1;A;14;6;1;2;16;25;7;2;4;2;0;0
D1;20.09.2009;29;2;1;1;D;1;1;D;8;20;1;6;20;20;3;9;1;1;0;0
D1;20.09.2009;9;4;0;4;A;0;3;A;17;16;3;5;12;14;9;6;1;0;0;0
D1;20.09.2009;18;13;0;0;D;0;0;D;8;7;3;1;16;14;3;2;1;0;0;0
D1;25.09.2009;10;27;0;1;A;0;1;A;15;11;2;3;14;20;8;5;1;2;0;0
D1;26.09.2009;1;12;0;1;A;0;1;A;16;12;3;5;13;13;5;3;0;1;0;0
D1;26.09.2009;29;11;0;3;A;0;2;A;10;20;4;10;13;16;3;5;1;0;1;0
D1;26.09.2009;5;18;0;1;A;0;0;D;7;13;1;3;18;23;1;10;3;2;1;0
